linea,fecha,año,mes,semana,min,oee
L4,26-08-2024,2024,ago,35,450,0.63
L4,27-08-2024,2024,ago,35,450,0.68
L4,27-08-2024,2024,ago,35,450,0.68
L4,28-08-2024,2024,ago,35,450,0.42
L4,29-08-2024,2024,ago,35,450,0.65
L4,29-08-2024,2024,ago,35,450,0.49
L4,30-08-2024,2024,ago,35,450,0.66
L4,30-08-2024,2024,ago,35,450,0.53
L4,31-08-2024,2024,ago,35,210,0.64
L4,31-08-2024,2024,ago,35,450,0.63
L4,02-09-2024,2024,sept,36,360,0.44
L4,03-09-2024,2024,sept,36,450,0.67
L4,03-09-2024,2024,sept,36,450,0.39
L4,04-09-2024,2024,sept,36,450,0.67
L4,04-09-2024,2024,sept,36,450,0.47
L4,05-09-2024,2024,sept,36,450,0.66
L4,05-09-2024,2024,sept,36,450,0.61
L4,06-09-2024,2024,sept,36,450,0.63
L4,07-09-2024,2024,sept,36,450,0.54
L4,09-09-2024,2024,sept,37,450,0.73
L4,10-09-2024,2024,sept,37,450,0.72
L4,11-09-2024,2024,sept,37,450,0.68
L4,12-09-2024,2024,sept,37,450,0.62
L4,12-09-2024,2024,sept,37,450,0.64
L4,13-09-2024,2024,sept,37,450,0.43
L4,14-09-2024,2024,sept,37,390,0.57
L4,16-09-2024,2024,sept,38,450,0.66
L4,17-09-2024,2024,sept,38,390,0.74
L4,23-09-2024,2024,sept,39,360,0.55
L4,24-09-2024,2024,sept,39,450,0.64
L4,25-09-2024,2024,sept,39,450,0.49
L4,25-09-2024,2024,sept,39,450,0.46
L4,26-09-2024,2024,sept,39,450,0.56
L4,27-09-2024,2024,sept,39,450,0.48
L4,27-09-2024,2024,sept,39,450,0.36
L4,01-10-2024,2024,oct,40,450,0.47
L4,02-10-2024,2024,oct,40,450,0.75
L4,02-10-2024,2024,oct,40,450,0.48
L4,03-10-2024,2024,oct,40,450,0.71
L4,03-10-2024,2024,oct,40,450,0.62
L4,04-10-2024,2024,oct,40,450,0.74
L4,04-10-2024,2024,oct,40,450,0.48
L4,05-10-2024,2024,oct,40,330,0.65
L4,07-10-2024,2024,oct,41,450,0.58
L4,08-10-2024,2024,oct,41,450,0.63
L4,08-10-2024,2024,oct,41,450,0.36
L4,09-10-2024,2024,oct,41,450,0.60
L4,09-10-2024,2024,oct,41,450,0.73
L4,10-10-2024,2024,oct,41,390,0.61
L4,10-10-2024,2024,oct,41,450,0.61
L4,11-10-2024,2024,oct,41,450,0.67
L4,11-10-2024,2024,oct,41,450,0.68
L4,14-10-2024,2024,oct,42,390,0.59
L4,15-10-2024,2024,oct,42,450,0.60
L4,15-10-2024,2024,oct,42,450,0.52
L4,16-10-2024,2024,oct,42,450,0.69
L4,17-10-2024,2024,oct,42,450,0.68
L4,17-10-2024,2024,oct,42,450,0.58
L4,18-10-2024,2024,oct,42,450,0.62
L4,18-10-2024,2024,oct,42,450,0.68
L4,19-10-2024,2024,oct,42,390,0.59
L4,21-10-2024,2024,oct,43,450,0.64
L4,22-10-2024,2024,oct,43,450,0.69
L4,23-10-2024,2024,oct,43,420,0.64
L4,24-10-2024,2024,oct,43,450,0.62
L4,25-10-2024,2024,oct,43,450,0.62
L4,25-10-2024,2024,oct,43,450,0.58
L4,26-10-2024,2024,oct,43,390,0.61
L4,26-10-2024,2024,oct,43,450,0.63
L4,04-11-2024,2024,nov,45,360,0.46
L4,05-11-2024,2024,nov,45,450,0.73
L4,06-11-2024,2024,nov,45,450,0.63
L4,06-11-2024,2024,nov,45,450,0.59
L4,07-11-2024,2024,nov,45,450,0.45
L4,08-11-2024,2024,nov,45,210,0.54
L4,08-11-2024,2024,nov,45,450,0.51
L4,15-11-2024,2024,nov,46,450,0.65
L4,16-11-2024,2024,nov,46,390,0.60
L4,18-11-2024,2024,nov,47,420,0.66
L4,22-11-2024,2024,nov,47,450,0.62
L4,23-11-2024,2024,nov,47,390,0.62
L4,23-11-2024,2024,nov,47,450,0.59
L4,28-11-2024,2024,nov,48,330,0.59
L4,29-11-2024,2024,nov,48,450,0.66
L4,29-11-2024,2024,nov,48,210,0.58
L4,30-11-2024,2024,nov,48,300,0.67
L4,02-12-2024,2024,dic,49,450,0.71
L4,02-12-2024,2024,dic,49,390,0.67
L4,03-12-2024,2024,dic,49,450,0.70
L4,03-12-2024,2024,dic,49,450,0.56
L4,04-12-2024,2024,dic,49,450,0.71
L4,04-12-2024,2024,dic,49,450,0.76
L4,05-12-2024,2024,dic,49,120,0.51
L4,05-12-2024,2024,dic,49,450,0.65
L4,07-12-2024,2024,dic,49,390,0.51
L4,07-12-2024,2024,dic,49,450,0.65
L4,09-12-2024,2024,dic,50,450,0.73
L4,09-12-2024,2024,dic,50,390,0.47
L4,10-12-2024,2024,dic,50,450,0.62
L4,10-12-2024,2024,dic,50,450,0.66
L4,10-12-2024,2024,dic,50,540,0.56
L4,11-12-2024,2024,dic,50,450,0.60
L4,11-12-2024,2024,dic,50,450,0.30
L4,12-12-2024,2024,dic,50,450,0.69
L4,12-12-2024,2024,dic,50,450,0.66
L4,12-12-2024,2024,dic,50,540,0.64
L4,13-12-2024,2024,dic,50,450,0.69
L4,13-12-2024,2024,dic,50,450,0.48
L4,13-12-2024,2024,dic,50,480,0.54
L4,14-12-2024,2024,dic,50,330,0.65
L4,14-12-2024,2024,dic,50,450,0.58
L4,16-12-2024,2024,dic,51,450,0.30
L4,16-12-2024,2024,dic,51,390,0.44
L4,17-12-2024,2024,dic,51,450,0.49
L4,17-12-2024,2024,dic,51,450,0.53
L4,18-12-2024,2024,dic,51,450,0.58
L4,18-12-2024,2024,dic,51,450,0.44
L4,19-12-2024,2024,dic,51,450,0.69
L4,19-12-2024,2024,dic,51,450,0.55
L4,20-12-2024,2024,dic,51,450,0.68
L4,20-12-2024,2024,dic,51,450,0.69
L4,21-12-2024,2024,dic,51,390,0.65
L4,21-12-2024,2024,dic,51,450,0.51
L4,22-12-2024,2024,dic,51,450,0.57
L4,22-12-2024,2024,dic,51,450,0.47
L4,23-12-2024,2024,dic,52,450,0.65
L4,23-12-2024,2024,dic,52,390,0.37
L4,24-12-2024,2024,dic,52,450,0.52
L4,24-12-2024,2024,dic,52,450,0.27
L4,26-12-2024,2024,dic,52,450,0.57
L4,27-12-2024,2024,dic,52,450,0.60
L4,27-12-2024,2024,dic,52,450,0.48
L4,28-12-2024,2024,dic,52,300,0.67
L4,28-12-2024,2024,dic,52,450,0.59
L4,29-12-2024,2024,dic,52,420,0.64
L4,29-12-2024,2024,dic,52,450,0.60
L4,30-12-2024,2024,dic,53,450,0.46
L4,30-12-2024,2024,dic,53,390,0.57
L4,31-12-2024,2024,dic,53,450,0.72
L4,31-12-2024,2024,dic,53,450,0.63
L4,02-01-2025,2025,ene,1,450,0.62
L4,03-01-2025,2025,ene,1,450,0.65
L4,03-01-2025,2025,ene,1,450,0.44
L4,04-01-2025,2025,ene,1,390,0.64
L4,04-01-2025,2025,ene,1,450,0.64
L4,05-01-2025,2025,ene,1,450,0.37
L4,05-01-2025,2025,ene,1,450,0.69
L4,06-01-2025,2025,ene,2,450,0.30
L4,06-01-2025,2025,ene,2,390,0.51
L4,07-01-2025,2025,ene,2,450,0.45
L4,08-01-2025,2025,ene,2,450,0.75
L4,08-01-2025,2025,ene,2,450,0.61
L4,09-01-2025,2025,ene,2,450,0.60
L4,10-01-2025,2025,ene,2,450,0.63
L4,10-01-2025,2025,ene,2,450,0.57
L4,11-01-2025,2025,ene,2,330,0.55
L4,13-01-2025,2025,ene,3,450,0.58
L4,14-01-2025,2025,ene,3,330,0.57
L4,15-01-2025,2025,ene,3,450,0.61
L4,15-01-2025,2025,ene,3,450,0.31
L4,16-01-2025,2025,ene,3,450,0.54
L4,17-01-2025,2025,ene,3,450,0.73
L4,18-01-2025,2025,ene,3,390,0.64
L4,18-01-2025,2025,ene,3,450,0.64
L4,20-01-2025,2025,ene,4,450,0.54
L4,21-01-2025,2025,ene,4,450,0.55
L4,22-01-2025,2025,ene,4,450,0.50
L4,24-01-2025,2025,ene,4,450,0.62
L4,25-01-2025,2025,ene,4,390,0.62
L4,27-01-2025,2025,ene,5,150,0.54
L4,28-01-2025,2025,ene,5,450,0.62
L4,29-01-2025,2025,ene,5,450,0.63
L4,30-01-2025,2025,ene,5,450,0.53
L4,30-01-2025,2025,ene,5,450,0.25
L4,31-01-2025,2025,ene,5,450,0.45
L4,03-02-2025,2025,feb,6,450,0.63
L4,04-02-2025,2025,feb,6,450,0.66
L4,04-02-2025,2025,feb,6,450,0.52
L4,05-02-2025,2025,feb,6,510,0.38
L4,06-02-2025,2025,feb,6,450,0.41
L4,06-02-2025,2025,feb,6,450,0.54
L4,07-02-2025,2025,feb,6,450,0.60
L4,08-02-2025,2025,feb,6,450,0.46
L4,10-02-2025,2025,feb,7,540,0.49
L4,10-02-2025,2025,feb,7,390,0.18
L4,11-02-2025,2025,feb,7,510,0.56
L4,11-02-2025,2025,feb,7,450,0.65
L4,12-02-2025,2025,feb,7,510,0.65
L4,12-02-2025,2025,feb,7,450,0.58
L4,13-02-2025,2025,feb,7,450,0.43
L4,14-02-2025,2025,feb,7,450,0.59
L4,15-02-2025,2025,feb,7,270,0.69
L4,15-02-2025,2025,feb,7,450,0.67
L4,16-02-2025,2025,feb,7,450,0.53
L4,17-02-2025,2025,feb,8,450,0.67
L4,17-02-2025,2025,feb,8,450,0.47
L4,18-02-2025,2025,feb,8,450,0.41
L4,19-02-2025,2025,feb,8,450,0.51
L4,19-02-2025,2025,feb,8,450,0.58
L4,20-02-2025,2025,feb,8,450,0.65
L4,21-02-2025,2025,feb,8,450,0.57
L4,21-02-2025,2025,feb,8,450,0.57
L4,22-02-2025,2025,feb,8,450,0.49
